contestacao_id,pedido_id,data_pedido,mes,cliente_hash,loja_id,cidade,categoria_loja,motivo,relato_cliente,relato_ausente,itens_pedido,itens_contestados,percentual_itens_contestados,selecao_completa,foto_anexada,idade_conta_dias,contestacoes_60d,recorrencia_alta,evidencia_incompativel,cluster_conta,conta_relacionada,status_resposta_loja,sem_resposta_loja,rota_decisao,decisao_final,valor_pedido,valor_reembolso,valor_alto,score_regra,faixa_risco,exposicao_confirmada,exposicao_potencial
CON02217,PED028941,2025-03-22,2025-03,anon_81b9847a7e,LOJ0422,Sorocaba,Restaurante,pedido_incorreto,Recebi produtos diferentes do que selecionei.,0,4,2,0.5,0,1,615,6,1,0,,0,sem_resposta,1,autoaprovada,aprovada,63.54,50.27,0,28,intermediario,0,0.0
CON01484,PED020704,2025-03-23,2025-03,anon_dd8d020a1b,LOJ0450,São Paulo,Restaurante,nao_entregue,"O aplicativo marcou como entregue, mas não recebi o pedido.",0,5,4,0.8,0,0,931,1,0,0,,0,respondida,0,revisao_manual,aprovada,69.03,49.39,0,0,baixo,0,0.0
CON01488,PED022807,2025-03-23,2025-03,anon_e82fd9eb00,LOJ0227,Campinas,Restaurante,item_faltante,Faltou um item do pedido e a loja não respondeu.,0,3,3,1.0,1,0,682,1,0,0,,0,respondida,0,autoaprovada,aprovada,134.67,128.1,1,33,alto,1,128.1
CON01492,PED019262,2025-03-23,2025-03,anon_24ec05047e,LOJ0409,Campinas,Restaurante,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,0,7,7,1.0,1,1,340,0,0,0,,0,respondida,0,autoaprovada,aprovada,127.35,56.01,0,17,intermediario,0,0.0
CON01493,PED027580,2025-03-23,2025-03,anon_ca370e7c26,LOJ0380,São Paulo,Restaurante,qualidade,A comida chegou fria e com qualidade abaixo do esperado.,0,2,1,0.5,0,0,540,0,0,0,,0,sem_resposta,1,autoaprovada,aprovada,86.84,50.15,0,16,intermediario,0,0.0
CON01544,PED020046,2025-03-23,2025-03,anon_7501cde702,LOJ0025,Sorocaba,Restaurante,qualidade,A qualidade não correspondeu ao que foi anunciado.,0,2,1,0.5,0,1,937,1,0,0,,0,respondida,0,autoaprovada,aprovada,60.25,52.0,0,-8,baixo,0,0.0
CON01548,PED024302,2025-03-23,2025-03,anon_94e6acbe47,LOJ0047,Campinas,Restaurante,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,0,4,1,0.25,0,0,803,0,0,0,,0,sem_resposta,1,revisao_manual,aprovada,132.73,124.58,1,24,intermediario,0,0.0
CON01572,PED023040,2025-03-23,2025-03,anon_23a0ef4c3c,LOJ0315,São Paulo,Restaurante,nao_entregue,"Consta entrega concluída, porém nada foi recebido.",0,7,7,1.0,1,0,2181,1,0,1,,0,sem_resposta,1,autoaprovada,aprovada,132.16,92.99,0,63,alto,1,92.99
CON01671,PED026799,2025-03-23,2025-03,anon_ae6d9f4fe7,LOJ0348,São Paulo,Farmácia,nao_entregue,O pedido não chegou no endereço informado.,0,2,1,0.5,0,1,1719,1,0,0,,0,respondida,0,revisao_manual,aprovada,109.42,78.78,0,-8,baixo,0,0.0
CON01792,PED025624,2025-03-23,2025-03,anon_34c603234d,LOJ0187,Sorocaba,Restaurante,item_faltante,Não recebi todos os itens que estavam na nota.,0,6,3,0.5,0,1,1720,0,0,0,,0,sem_resposta,1,autoaprovada,aprovada,75.55,44.6,0,8,baixo,0,0.0
CON01794,PED023625,2025-03-23,2025-03,anon_627cfd656a,LOJ0338,Sorocaba,Restaurante,pedido_incorreto,Recebi produtos diferentes do que selecionei.,0,4,2,0.5,0,1,310,5,1,0,,0,respondida,0,revisao_manual,aprovada,189.11,180.98,1,20,intermediario,0,0.0
CON01822,PED019459,2025-03-23,2025-03,anon_d57aa510a3,LOJ0375,São Paulo,Farmácia,qualidade,O produto estava com aparência ruim quando chegou.,0,4,4,1.0,1,1,467,0,0,0,,0,respondida,0,autoaprovada,aprovada,81.12,54.33,0,17,intermediario,0,0.0
CON01855,PED023616,2025-03-23,2025-03,anon_7b1b54f05d,LOJ0003,São Paulo,Farmácia,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,3,2,0.6666666666666666,0,1,1952,1,0,0,,0,sem_resposta,1,autoaprovada,aprovada,149.57,126.66,1,16,intermediario,0,0.0
CON01934,PED023726,2025-03-23,2025-03,anon_fb1ed4376e,LOJ0263,São Paulo,Restaurante,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,0,3,2,0.6666666666666666,0,0,2128,4,1,0,,0,sem_resposta,1,autoaprovada,aprovada,88.91,49.04,0,36,alto,1,49.04
CON02005,PED026212,2025-03-23,2025-03,anon_e6c5863a58,LOJ0075,Campinas,Restaurante,qualidade,A qualidade não correspondeu ao que foi anunciado.,0,7,5,0.7142857142857143,0,1,86,1,0,0,,0,sem_resposta,1,autoaprovada,aprovada,56.55,39.45,0,8,baixo,0,0.0
CON02124,PED028871,2025-03-23,2025-03,anon_769b995906,LOJ0445,Sorocaba,Mercado,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,7,7,1.0,1,1,1153,0,0,0,,0,respondida,0,negada_ou_retirada,negada,87.35,0.0,0,17,intermediario,0,0.0
CON02176,PED025275,2025-03-23,2025-03,anon_081c325d4c,LOJ0347,Santos,Pet Shop,pedido_incorreto,Recebi produtos diferentes do que selecionei.,0,4,4,1.0,1,1,793,1,0,0,,0,respondida,0,autoaprovada,aprovada,81.24,48.8,0,17,intermediario,0,0.0
CON02205,PED022432,2025-03-23,2025-03,anon_b55f238bfa,LOJ0421,Sorocaba,Pet Shop,produto_avariado,O item vazou durante a entrega e não dava para consumir.,0,4,3,0.75,0,1,44,0,0,0,,0,respondida,0,autoaprovada,aprovada,61.3,35.29,0,-8,baixo,0,0.0
CON01463,PED026509,2025-03-24,2025-03,anon_573dfbfb10,LOJ0334,São Paulo,Restaurante,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,6,2,0.3333333333333333,0,1,388,0,0,0,,0,sem_resposta,1,autoaprovada,aprovada,111.91,79.0,0,8,baixo,0,0.0
CON01491,PED023313,2025-03-24,2025-03,anon_bc2b70c9c6,LOJ0103,Santos,Restaurante,pedido_incorreto,Entregaram outro item no lugar do que comprei.,0,2,1,0.5,0,1,2334,1,0,0,,0,sem_resposta,1,revisao_manual,aprovada,170.24,140.04,1,16,intermediario,0,0.0
CON01505,PED026981,2025-03-24,2025-03,anon_e9b3e3ff58,LOJ0427,São Paulo,Mercado,item_faltante,Faltou um item do pedido e a loja não respondeu.,0,7,3,0.42857142857142855,0,1,65,1,0,0,,0,respondida,0,revisao_manual,negada,37.98,0.0,0,-8,baixo,0,0.0
CON01520,PED022633,2025-03-24,2025-03,anon_d9afb7b317,LOJ0186,Santos,Restaurante,qualidade,A comida chegou fria e com qualidade abaixo do esperado.,0,5,4,0.8,0,1,1053,0,0,0,,0,sem_resposta,1,autoaprovada,aprovada,128.66,97.63,0,8,baixo,1,97.63
CON01521,PED024316,2025-03-24,2025-03,anon_7ed226ba33,LOJ0330,Sorocaba,Restaurante,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,2,1,0.5,0,1,1295,1,0,0,,0,sem_resposta,1,negada_ou_retirada,retirada,41.57,0.0,0,8,baixo,0,0.0
CON01571,PED028372,2025-03-24,2025-03,anon_9199ffc985,LOJ0079,São Paulo,Restaurante,produto_avariado,O produto chegou danificado dentro da sacola.,0,4,4,1.0,1,1,401,1,0,0,,0,sem_resposta,1,autoaprovada,aprovada,113.06,78.25,0,33,alto,0,0.0
CON01576,PED025795,2025-03-24,2025-03,anon_5ac79b1537,LOJ0338,São Paulo,Mercado,item_faltante,Não recebi todos os itens que estavam na nota.,0,3,3,1.0,1,0,1459,1,0,0,,0,respondida,0,autoaprovada,aprovada,272.98,241.12,1,33,alto,1,241.12
CON01583,PED019958,2025-03-24,2025-03,anon_1955ed95a2,LOJ0145,Santos,Mercado,qualidade,O produto estava com aparência ruim quando chegou.,0,3,2,0.6666666666666666,0,1,2002,2,0,0,,0,sem_resposta,1,autoaprovada,aprovada,96.23,91.42,0,8,baixo,0,0.0
CON01587,PED026386,2025-03-24,2025-03,anon_db2f911f39,LOJ0399,São Paulo,Mercado,qualidade,A comida chegou fria e com qualidade abaixo do esperado.,0,7,4,0.5714285714285714,0,1,1435,0,0,0,GRP101,1,respondida,0,autoaprovada,aprovada,76.94,67.42,0,6,baixo,0,0.0
CON01598,PED022704,2025-03-24,2025-03,anon_688a92b34d,LOJ0357,São Paulo,Restaurante,qualidade,A comida chegou fria e com qualidade abaixo do esperado.,0,5,5,1.0,1,1,306,0,0,0,,0,sem_resposta,1,negada_ou_retirada,negada,44.37,0.0,0,33,alto,0,0.0
CON01618,PED024574,2025-03-24,2025-03,anon_7309201b92,LOJ0256,Santos,Restaurante,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,5,3,0.6,0,0,2251,0,0,0,,0,sem_resposta,1,autoaprovada,aprovada,114.98,85.91,0,16,intermediario,1,85.91
CON01642,PED024896,2025-03-24,2025-03,anon_e24fe6af5a,LOJ0035,Campinas,Restaurante,qualidade,O produto estava com aparência ruim quando chegou.,0,2,1,0.5,0,1,2179,1,0,0,,0,respondida,0,autoaprovada,aprovada,117.72,49.81,0,-8,baixo,0,0.0
CON01645,PED022465,2025-03-24,2025-03,anon_7f8d6c8dc2,LOJ0355,Campinas,Restaurante,produto_avariado,O produto chegou danificado dentro da sacola.,0,5,1,0.2,0,1,931,1,0,0,,0,sem_resposta,1,negada_ou_retirada,negada,103.8,0.0,0,8,baixo,0,0.0
CON01648,PED019756,2025-03-24,2025-03,anon_ff1de148f2,LOJ0156,Santos,Restaurante,produto_avariado,O item vazou durante a entrega e não dava para consumir.,0,2,1,0.5,0,1,1541,1,0,1,,0,respondida,0,revisao_manual,aprovada,113.13,77.81,0,14,intermediario,0,0.0
CON01664,PED027944,2025-03-24,2025-03,anon_e50e86bf08,LOJ0142,São Paulo,Restaurante,pedido_incorreto,Recebi produtos diferentes do que selecionei.,0,5,1,0.2,0,0,233,1,0,0,,0,respondida,0,negada_ou_retirada,negada,43.54,0.0,0,0,baixo,0,0.0
CON01689,PED024108,2025-03-24,2025-03,anon_b36863806c,LOJ0334,Campinas,Restaurante,nao_entregue,O pedido não chegou no endereço informado.,0,5,3,0.6,0,1,1770,0,0,0,,0,respondida,0,negada_ou_retirada,retirada,65.33,0.0,0,-8,baixo,0,0.0
CON01693,PED025944,2025-03-24,2025-03,anon_217884b4ea,LOJ0260,São Paulo,Farmácia,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,5,3,0.6,0,1,841,1,0,0,,0,sem_resposta,1,revisao_manual,aprovada,180.6,142.73,1,16,intermediario,0,0.0
CON01716,PED020825,2025-03-24,2025-03,anon_09fc3198b3,LOJ0089,Santos,Mercado,nao_entregue,"O aplicativo marcou como entregue, mas não recebi o pedido.",0,4,2,0.5,0,1,1861,1,0,0,,0,respondida,0,autoaprovada,aprovada,118.69,112.24,1,0,baixo,0,0.0
CON01748,PED025751,2025-03-24,2025-03,anon_6f5a95970f,LOJ0300,São Paulo,Mercado,item_faltante,Faltou um item do pedido e a loja não respondeu.,0,4,3,0.75,0,0,1017,1,0,0,,0,respondida,0,autoaprovada,aprovada,187.58,170.43,1,8,baixo,0,0.0
CON01790,PED025346,2025-03-24,2025-03,anon_c7c4226dd3,LOJ0092,São Paulo,Restaurante,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,7,3,0.42857142857142855,0,0,2355,0,0,0,,0,sem_resposta,1,autoaprovada,aprovada,169.14,155.73,1,24,intermediario,1,155.73
CON01809,PED020414,2025-03-24,2025-03,anon_ee5255433e,LOJ0263,Sorocaba,Restaurante,item_faltante,Não recebi todos os itens que estavam na nota.,0,3,2,0.6666666666666666,0,0,1959,0,0,0,,0,respondida,0,autoaprovada,aprovada,115.92,109.01,1,8,baixo,0,0.0
CON01821,PED023299,2025-03-24,2025-03,anon_af7e5ce32d,LOJ0201,Campinas,Restaurante,item_faltante,Faltou um item do pedido e a loja não respondeu.,0,7,4,0.5714285714285714,0,0,1549,0,0,0,,0,respondida,0,revisao_manual,negada,139.54,0.0,0,0,baixo,0,0.0
CON01834,PED025890,2025-03-24,2025-03,anon_0641d57fb6,LOJ0188,Campinas,Restaurante,qualidade,O produto estava com aparência ruim quando chegou.,0,2,1,0.5,0,1,2232,2,0,0,,0,respondida,0,autoaprovada,aprovada,156.2,121.59,1,0,baixo,0,0.0
CON01844,PED026949,2025-03-24,2025-03,anon_3f3a597dce,LOJ0294,Sorocaba,Restaurante,item_faltante,Faltou um item do pedido e a loja não respondeu.,0,4,4,1.0,1,1,1721,0,0,0,,0,respondida,0,autoaprovada,aprovada,85.24,59.71,0,17,intermediario,0,0.0
CON01875,PED019343,2025-03-24,2025-03,anon_ae8a50552f,LOJ0215,Campinas,Farmácia,qualidade,A comida chegou fria e com qualidade abaixo do esperado.,0,4,1,0.25,0,1,1825,0,0,0,,0,sem_resposta,1,autoaprovada,aprovada,125.72,87.25,0,8,baixo,0,0.0
CON01888,PED019738,2025-03-24,2025-03,anon_91bb5278de,LOJ0114,Sorocaba,Pet Shop,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,2,1,0.5,0,1,1182,0,0,0,,0,sem_resposta,1,autoaprovada,aprovada,148.4,57.2,0,8,baixo,0,0.0
CON01902,PED026395,2025-03-24,2025-03,anon_fa35b544e7,LOJ0377,São Paulo,Restaurante,item_faltante,Faltou um item do pedido e a loja não respondeu.,0,3,2,0.6666666666666666,0,0,1418,0,0,1,,0,sem_resposta,1,autoaprovada,aprovada,163.33,85.5,0,38,alto,0,0.0
CON01947,PED029004,2025-03-24,2025-03,anon_2e91366c19,LOJ0449,Santos,Farmácia,pedido_incorreto,Entregaram outro item no lugar do que comprei.,0,4,2,0.5,0,1,790,2,0,0,,0,sem_resposta,1,autoaprovada,aprovada,79.65,75.32,0,8,baixo,0,0.0
CON02006,PED022556,2025-03-24,2025-03,anon_aa0fc634b1,LOJ0233,Campinas,Restaurante,item_faltante,sem relato informado,1,7,7,1.0,1,0,764,5,1,0,,0,respondida,0,autoaprovada,aprovada,95.68,65.83,0,45,alto,0,0.0
CON02007,PED022785,2025-03-24,2025-03,anon_bbd6c8771b,LOJ0250,Santos,Restaurante,nao_entregue,O pedido não chegou no endereço informado.,0,6,3,0.5,0,0,1408,1,0,0,,0,respondida,0,autoaprovada,aprovada,165.0,133.43,1,8,baixo,0,0.0
CON02034,PED020352,2025-03-24,2025-03,anon_f4b6b60247,LOJ0231,Campinas,Restaurante,produto_avariado,O produto chegou danificado dentro da sacola.,0,2,1,0.5,0,0,2229,0,0,0,GRP101,1,respondida,0,autoaprovada,aprovada,96.13,60.69,0,14,intermediario,0,0.0
CON02077,PED028832,2025-03-24,2025-03,anon_56a53b7997,LOJ0102,Sorocaba,Restaurante,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,7,7,1.0,1,1,951,0,0,0,,0,respondida,0,revisao_manual,aprovada,123.1,102.64,1,25,intermediario,0,0.0
CON02090,PED022077,2025-03-24,2025-03,anon_9e3cd992a9,LOJ0009,Santos,Restaurante,item_faltante,Não recebi todos os itens que estavam na nota.,0,6,1,0.16666666666666666,0,0,1736,0,0,0,,0,sem_resposta,1,autoaprovada,aprovada,59.44,23.74,0,16,intermediario,1,23.74
CON02105,PED026455,2025-03-24,2025-03,anon_b85dc84326,LOJ0151,Santos,Restaurante,qualidade,A comida chegou fria e com qualidade abaixo do esperado.,0,5,3,0.6,0,1,60,1,0,0,,0,respondida,0,autoaprovada,aprovada,79.29,56.91,0,-8,baixo,0,0.0
CON02123,PED026181,2025-03-24,2025-03,anon_d2e4bc2b19,LOJ0255,Sorocaba,Restaurante,nao_entregue,"Consta entrega concluída, porém nada foi recebido.",0,3,1,0.3333333333333333,0,1,925,1,0,0,,0,sem_resposta,1,revisao_manual,negada,84.72,0.0,0,8,baixo,0,0.0
CON02178,PED020349,2025-03-24,2025-03,anon_39958792b4,LOJ0277,São Paulo,Mercado,pedido_incorreto,Entregaram outro item no lugar do que comprei.,0,2,1,0.5,0,1,583,0,0,0,,0,sem_resposta,1,revisao_manual,aprovada,115.47,78.79,0,8,baixo,0,0.0
CON02214,PED023702,2025-03-24,2025-03,anon_63a57927bb,LOJ0136,Sorocaba,Restaurante,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,0,4,2,0.5,0,1,734,1,0,1,,0,respondida,0,autoaprovada,aprovada,57.92,46.87,0,14,intermediario,0,0.0
CON01454,PED026340,2025-03-25,2025-03,anon_225a77e8a0,LOJ0115,Campinas,Restaurante,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,4,1,0.25,0,1,173,2,0,0,,0,respondida,0,autoaprovada,aprovada,131.91,123.06,1,0,baixo,0,0.0
CON01554,PED019365,2025-03-25,2025-03,anon_8b29941e64,LOJ0126,Sorocaba,Restaurante,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,0,7,2,0.2857142857142857,0,1,888,2,0,0,,0,respondida,0,autoaprovada,aprovada,109.13,94.64,0,-8,baixo,0,0.0
CON01559,PED023525,2025-03-25,2025-03,anon_57474d9935,LOJ0169,Campinas,Restaurante,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,0,2,2,1.0,1,1,272,0,0,0,,0,respondida,0,revisao_manual,aprovada,164.76,40.08,0,17,intermediario,0,0.0
CON01585,PED026630,2025-03-25,2025-03,anon_fb37cc7d94,LOJ0048,Santos,Restaurante,pedido_incorreto,Recebi produtos diferentes do que selecionei.,0,6,2,0.3333333333333333,0,0,1830,0,0,0,GRP080,1,respondida,0,autoaprovada,aprovada,73.75,40.63,0,14,intermediario,0,0.0
CON01655,PED028572,2025-03-25,2025-03,anon_e8fe39178f,LOJ0128,Santos,Mercado,pedido_incorreto,Recebi produtos diferentes do que selecionei.,0,2,1,0.5,0,0,2273,0,0,0,,0,respondida,0,autoaprovada,aprovada,124.62,66.86,0,0,baixo,0,0.0
CON01661,PED027603,2025-03-25,2025-03,anon_2b7ed45999,LOJ0380,São Paulo,Mercado,pedido_incorreto,Recebi produtos diferentes do que selecionei.,0,6,4,0.6666666666666666,0,1,1018,6,1,1,,0,respondida,0,autoaprovada,aprovada,68.37,38.01,0,34,alto,0,0.0
CON01663,PED021566,2025-03-25,2025-03,anon_b9675b0c2d,LOJ0440,Sorocaba,Restaurante,produto_avariado,O produto chegou danificado dentro da sacola.,0,5,5,1.0,1,1,1524,0,0,0,,0,sem_resposta,1,autoaprovada,aprovada,110.45,104.76,1,41,alto,0,0.0
CON01674,PED023110,2025-03-25,2025-03,anon_dd4eb3759b,LOJ0152,Sorocaba,Restaurante,pedido_incorreto,Entregaram outro item no lugar do que comprei.,0,2,2,1.0,1,1,2386,0,0,1,,0,sem_resposta,1,revisao_manual,negada,52.63,0.0,0,55,alto,0,0.0
CON01703,PED022272,2025-03-25,2025-03,anon_034ef17ccd,LOJ0167,São Paulo,Restaurante,qualidade,O produto estava com aparência ruim quando chegou.,0,6,1,0.16666666666666666,0,1,1249,1,0,0,,0,sem_resposta,1,autoaprovada,aprovada,67.91,62.49,0,8,baixo,0,0.0
CON01713,PED026731,2025-03-25,2025-03,anon_613fb58808,LOJ0367,Campinas,Mercado,produto_avariado,A embalagem chegou aberta e o produto estava avariado.,0,5,2,0.4,0,1,1827,0,0,0,,0,sem_resposta,1,negada_ou_retirada,negada,73.3,0.0,0,8,baixo,0,0.0
CON01734,PED027786,2025-03-25,2025-03,anon_d44dd590e1,LOJ0318,Santos,Farmácia,item_faltante,Faltou um item do pedido e a loja não respondeu.,0,6,3,0.5,0,0,2058,0,0,0,,0,respondida,0,negada_ou_retirada,negada,124.93,0.0,0,0,baixo,0,0.0
CON01783,PED023880,2025-03-25,2025-03,anon_abf2599780,LOJ0125,São Paulo,Restaurante,item_faltante,Não recebi todos os itens que estavam na nota.,0,4,4,1.0,1,1,969,1,0,0,,0,sem_resposta,1,autoaprovada,aprovada,172.9,135.97,1,41,alto,1,135.97
CON01850,PED028416,2025-03-25,2025-03,anon_d1580b4788,LOJ0286,Campinas,Restaurante,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,4,3,0.75,0,0,1047,3,1,0,,0,respondida,0,negada_ou_retirada,negada,65.36,0.0,0,20,intermediario,0,0.0
CON01873,PED024356,2025-03-25,2025-03,anon_e896bfd40c,LOJ0007,Campinas,Restaurante,item_faltante,Faltou um item do pedido e a loja não respondeu.,0,3,1,0.3333333333333333,0,0,2231,2,0,0,,0,respondida,0,autoaprovada,aprovada,91.55,26.35,0,0,baixo,0,0.0
CON01989,PED023691,2025-03-25,2025-03,anon_2d8c66d405,LOJ0229,Campinas,Restaurante,qualidade,O produto estava com aparência ruim quando chegou.,0,2,2,1.0,1,1,1238,1,0,0,,0,sem_resposta,1,autoaprovada,aprovada,167.69,157.58,1,41,alto,1,157.58
CON01991,PED024279,2025-03-25,2025-03,anon_f41246b2be,LOJ0192,São Paulo,Restaurante,qualidade,O produto estava com aparência ruim quando chegou.,0,2,1,0.5,0,0,1609,1,0,0,,0,respondida,0,negada_ou_retirada,negada,132.28,0.0,0,0,baixo,0,0.0
CON02035,PED020510,2025-03-25,2025-03,anon_1869f3f814,LOJ0025,Campinas,Mercado,pedido_incorreto,Entregaram outro item no lugar do que comprei.,0,6,2,0.3333333333333333,0,0,1976,1,0,0,,0,respondida,0,autoaprovada,aprovada,137.49,128.76,1,8,baixo,0,0.0
CON02198,PED026485,2025-03-25,2025-03,anon_2a2522b537,LOJ0358,Sorocaba,Mercado,produto_avariado,O produto chegou danificado dentro da sacola.,0,5,3,0.6,0,0,2071,0,0,0,,0,respondida,0,autoaprovada,aprovada,79.67,67.72,0,0,baixo,0,0.0
CON02219,PED026078,2025-03-25,2025-03,anon_321df237cb,LOJ0434,São Paulo,Restaurante,item_faltante,Não recebi todos os itens que estavam na nota.,0,4,2,0.5,0,0,630,1,0,0,,0,sem_resposta,1,autoaprovada,aprovada,110.06,89.33,0,16,intermediario,1,89.33
CON01499,PED022057,2025-03-26,2025-03,anon_42fcd59ecc,LOJ0216,Campinas,Mercado,item_faltante,Faltou um item do pedido e a loja não respondeu.,0,5,4,0.8,0,1,1342,4,1,0,,0,respondida,0,autoaprovada,aprovada,196.78,163.3,1,20,intermediario,0,0.0
CON01525,PED025182,2025-03-26,2025-03,anon_a3084d2fab,LOJ0267,Campinas,Restaurante,item_faltante,Não recebi todos os itens que estavam na nota.,0,3,2,0.6666666666666666,0,1,1005,0,0,0,,0,respondida,0,autoaprovada,aprovada,181.55,169.73,1,0,baixo,0,0.0
CON01570,PED021523,2025-03-26,2025-03,anon_c587b2290f,LOJ0304,Santos,Restaurante,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,2,1,0.5,0,1,874,4,1,0,,0,sem_resposta,1,autoaprovada,aprovada,142.82,117.69,1,36,alto,1,117.69
CON01656,PED027835,2025-03-26,2025-03,anon_67becdc414,LOJ0154,São Paulo,Restaurante,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,5,3,0.6,0,1,938,6,1,0,,0,respondida,0,autoaprovada,aprovada,104.28,48.91,0,12,baixo,0,0.0
CON01712,PED026040,2025-03-26,2025-03,anon_c25cfdf946,LOJ0019,Campinas,Restaurante,qualidade,A qualidade não correspondeu ao que foi anunciado.,0,6,4,0.6666666666666666,0,0,2247,2,0,0,,0,sem_resposta,1,autoaprovada,aprovada,101.92,61.46,0,16,intermediario,0,0.0
CON01718,PED024666,2025-03-26,2025-03,anon_565062a435,LOJ0145,Santos,Restaurante,qualidade,A comida chegou fria e com qualidade abaixo do esperado.,0,3,1,0.3333333333333333,0,1,1951,0,0,0,GRP010,1,sem_resposta,1,negada_ou_retirada,negada,77.02,0.0,0,22,intermediario,0,0.0
CON01773,PED025213,2025-03-26,2025-03,anon_f096e04d7e,LOJ0176,Sorocaba,Restaurante,produto_avariado,O produto chegou danificado dentro da sacola.,0,7,7,1.0,1,1,2310,0,0,0,,0,respondida,0,autoaprovada,aprovada,100.09,66.03,0,17,intermediario,0,0.0
CON01813,PED025167,2025-03-26,2025-03,anon_43e1dd80ee,LOJ0216,Campinas,Farmácia,pedido_incorreto,Entregaram outro item no lugar do que comprei.,0,3,1,0.3333333333333333,0,1,2281,2,0,1,,0,respondida,0,autoaprovada,aprovada,178.59,33.97,0,14,intermediario,0,0.0
CON01814,PED026478,2025-03-26,2025-03,anon_35602ca4ed,LOJ0170,Sorocaba,Restaurante,pedido_incorreto,Entregaram outro item no lugar do que comprei.,0,3,3,1.0,1,1,1333,6,1,0,,0,sem_resposta,1,autoaprovada,aprovada,196.46,51.67,0,53,alto,1,51.67
CON01830,PED028392,2025-03-26,2025-03,anon_00db726b88,LOJ0378,Campinas,Mercado,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,0,5,1,0.2,0,1,2223,0,0,0,,0,sem_resposta,1,autoaprovada,aprovada,125.33,93.9,0,8,baixo,0,0.0
CON01836,PED022484,2025-03-26,2025-03,anon_1d8b01711b,LOJ0386,Campinas,Mercado,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,0,4,4,1.0,1,0,2028,4,1,0,,0,sem_resposta,1,autoaprovada,aprovada,184.55,171.75,1,69,alto,1,171.75
CON01838,PED021234,2025-03-26,2025-03,anon_7e330fffae,LOJ0094,São Paulo,Restaurante,nao_entregue,"Consta entrega concluída, porém nada foi recebido.",0,5,4,0.8,0,0,589,1,0,0,,0,sem_resposta,1,autoaprovada,aprovada,77.03,45.99,0,16,intermediario,0,0.0
CON01950,PED028100,2025-03-26,2025-03,anon_fa442a397d,LOJ0192,Campinas,Farmácia,nao_entregue,O pedido não chegou no endereço informado.,0,7,3,0.42857142857142855,0,1,2263,5,1,0,,0,respondida,0,revisao_manual,aprovada,95.56,63.6,0,12,baixo,0,0.0
CON01973,PED028188,2025-03-26,2025-03,anon_d0421c0aa5,LOJ0414,Santos,Mercado,pedido_incorreto,Recebi produtos diferentes do que selecionei.,0,5,5,1.0,1,0,1986,1,0,0,,0,respondida,0,autoaprovada,aprovada,127.66,95.35,0,25,intermediario,0,0.0
CON01974,PED021203,2025-03-26,2025-03,anon_1f4379c7e0,LOJ0391,Campinas,Restaurante,pedido_incorreto,Recebi produtos diferentes do que selecionei.,0,7,7,1.0,1,1,1982,2,0,0,,0,respondida,0,revisao_manual,aprovada,160.75,132.59,1,25,intermediario,0,0.0
CON01979,PED025592,2025-03-26,2025-03,anon_200148881e,LOJ0302,Campinas,Restaurante,qualidade,O produto estava com aparência ruim quando chegou.,0,6,2,0.3333333333333333,0,1,2259,2,0,0,,0,sem_resposta,1,revisao_manual,negada,65.53,0.0,0,8,baixo,0,0.0
CON01999,PED028094,2025-03-26,2025-03,anon_f3dfaa6de9,LOJ0034,Campinas,Mercado,item_faltante,Faltou um item do pedido e a loja não respondeu.,0,7,3,0.42857142857142855,0,0,1726,2,0,0,,0,sem_resposta,1,autoaprovada,aprovada,158.19,148.76,1,24,intermediario,0,0.0
CON02072,PED021010,2025-03-26,2025-03,anon_9a97c5d39c,LOJ0373,São Paulo,Pet Shop,pedido_incorreto,Recebi produtos diferentes do que selecionei.,0,2,1,0.5,0,0,707,1,0,0,,0,respondida,0,autoaprovada,aprovada,114.52,79.68,0,0,baixo,0,0.0
CON02084,PED022000,2025-03-26,2025-03,anon_9f8b698f3f,LOJ0246,São Paulo,Restaurante,pedido_incorreto,Entregaram outro item no lugar do que comprei.,0,6,1,0.16666666666666666,0,0,1271,2,0,1,,0,respondida,0,autoaprovada,aprovada,91.33,75.7,0,22,intermediario,1,75.7
