contestacao_id,pedido_id,data_pedido,cliente_id,loja_id,itens_pedido,valor_pedido,motivo,relato_cliente,foto_anexada,idade_conta_dias,contestacoes_60d,itens_contestados,evidencia_incompativel,cluster_conta,status_resposta_loja,rota_decisao,decisao_final,valor_reembolso,exposicao_confirmada
CON02879,PED032839,2025-04-26,CLI08410,LOJ0037,5,49.02,item_faltante,Faltou um item do pedido e a loja não respondeu.,1,1184,4,4,0,GRP003,respondida,negada_ou_retirada,negada,0.00,0
CON02880,PED036786,2025-04-16,CLI07508,LOJ0008,6,109.00,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",1,2361,1,2,0,,SEM RESPOSTA,autoaprovada,aprovada,"R$ 73,27",0
CON02881,PED037440,06/04/2025,CLI11092,LOJ0251,3,64.51,item_faltante,Não recebi todos os itens que estavam na nota.,1,1562,0,2,0,GRP020,respondida,negada_ou_retirada,negada,0.00,0
CON02882,PED034212,2025-04-27,CLI12134,LOJ0131,6,86.62,nao_entregue,"O aplicativo marcou como entregue, mas não recebi o pedido.",1,1606,1,4,0,,sem_resposta,autoaprovada,aprovada,"28,43",0
CON02883,PED035571,2025-04-18,CLI15129,LOJ0430,7,"R$ 106,57",pedido_incorreto,Recebi produtos diferentes do que selecionei.,1,2285,0,5,0,,sem resposta,autoaprovada,aprovada,78.16,0
CON02884,PED033463,2025-04-01,CLI17709,LOJ0434,6,77.07,qualidade,O produto estava com aparência ruim quando chegou.,1,2128,1,5,0,GRP073,respondida,autoaprovada,aprovada,56.36,0
CON02885,PED031257,2025-04-06,CLI07478,LOJ0104,7,"174,33",item_faltante,Faltou um item do pedido e a loja não respondeu.,0,492,0,2,1,,sem_resposta,autoaprovada,aprovada,156.29,1
CON02886,PED037715,2025-04-26,CLI08630,LOJ0106,2,73.27,pedido_incorreto,Recebi produtos diferentes do que selecionei.,1,940,0,1,0,,respondida,autoaprovada,aprovada,47.18,1
CON02887,PED038693,17/04/2025,CLI05851,LOJ0292,6,59.93,produto_avariado,O item vazou durante a entrega e não dava para consumir.,1,505,1,3,1,,respondida,autoaprovada,aprovada,25.28,0
CON02888,PED031448,2025-04-17,CLI09666,LOJ0194,5,99.55,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,549,0,1,0,,respondida,autoaprovada,aprovada,77.37,0
CON02889,PED035742,2025-04-27,CLI04626,LOJ0248,7,113.31,item_faltante,Não recebi todos os itens que estavam na nota.,0,411,1,6,0,GRP097,SEM RESPOSTA,autoaprovada,aprovada,"34,34",0
CON02890,PED031982,2025-04-17,CLI15867,LOJ0163,2,46.53,item_faltante,Faltou um item do pedido e a loja não respondeu.,1,835,0,1,0,,sem resposta,revisao_manual,negada,0.00,0
CON02891,PED035093,2025-04-30,CLI17457,LOJ0382,7,123.93,produto_avariado,O item vazou durante a entrega e não dava para consumir.,1,1329,0,7,1,,respondida,autoaprovada,aprovada,"R$ 109,89",1
CON02892,PED037581,2025-04-08,CLI04046,LOJ0067,2,"69,78",item_faltante,"O pedido chegou incompleto, faltou parte da compra.",1,937,0,2,0,,respondida,autoaprovada,aprovada,58.91,0
CON02893,PED032404,15/04/2025,CLI02175,LOJ0155,2,86.87,pedido_incorreto,Entregaram outro item no lugar do que comprei.,1,90,2,1,0,,SEM RESPOSTA,revisao_manual,aprovada,43.14,0
CON02894,PED037037,2025-04-02,CLI03227,LOJ0214,4,"R$ 153,50",item_faltante,Faltou um item do pedido e a loja não respondeu.,1,586,1,4,0,,sem_resposta,autoaprovada,aprovada,126.34,0
CON02895,PED036910,2025-04-19,CLI10792,LOJ0349,2,136.60,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",1,666,1,1,0,,respondida,revisao_manual,aprovada,102.01,0
CON02896,PED029369,2025-04-07,CLI00331,LOJ0048,5,164.43,qualidade,A comida chegou fria e com qualidade abaixo do esperado.,1,2322,1,1,0,,sem resposta,revisao_manual,aprovada,"150,46",0
CON02897,PED035288,2025-04-15,CLI14174,LOJ0393,3,174.05,nao_entregue,"Consta entrega concluída, porém nada foi recebido.",0,819,2,2,0,,sem_resposta,autoaprovada,aprovada,162.31,1
CON02898,PED039193,2025-04-20,CLI01196,LOJ0350,2,68.45,pedido_incorreto,Recebi produtos diferentes do que selecionei.,0,714,0,2,0,,SEM RESPOSTA,autoaprovada,aprovada,40.54,0
CON02899,PED029454,23/04/2025,CLI04244,LOJ0112,5,"108,51",QUALIDADE,O produto estava com aparência ruim quando chegou.,1,628,0,1,0,,respondida,autoaprovada,aprovada,65.18,0
CON02900,PED032116,2025-04-25,CLI02118,LOJ0280,2,92.54,nao_entregue,"O aplicativo marcou como entregue, mas não recebi o pedido.",1,1238,6,1,0,,sem resposta,autoaprovada,aprovada,59.84,0
CON02901,PED029761,2025-04-26,CLI06930,LOJ0305,5,127.25,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,1,1679,1,4,0,,SEM RESPOSTA,revisao_manual,aprovada,95.45,0
CON02902,PED033787,2025-04-24,CLI00801,LOJ0098,2,94.58,qualidade,O produto estava com aparência ruim quando chegou.,0,1098,2,1,0,,sem_resposta,autoaprovada,aprovada,"R$ 60,88",0
CON02903,PED030161,2025-04-18,CLI03400,LOJ0315,2,86.25,qualidade,O produto estava com aparência ruim quando chegou.,1,1221,0,2,0,,respondida,autoaprovada,aprovada,"52,17",1
CON02904,PED034701,2025-04-11,CLI00097,LOJ0002,6,122.04,qualidade,A qualidade não correspondeu ao que foi anunciado.,1,1189,1,6,0,GRP109,respondida,autoaprovada,aprovada,88.04,1
CON02905,PED033513,29/04/2025,CLI00515,LOJ0436,3,"R$ 66,07",produto_avariado,A embalagem chegou aberta e o produto estava avariado.,0,2224,0,2,0,,respondida,autoaprovada,aprovada,49.80,0
CON02906,PED038607,2025-04-10,CLI12256,LOJ0010,4,"91,98",produto_avariado,O produto chegou danificado dentro da sacola.,0,1435,0,1,0,,respondida,autoaprovada,aprovada,78.18,0
CON02907,PED031805,2025-04-23,CLI07590,LOJ0249,3,110.64,qualidade,O produto estava com aparência ruim quando chegou.,0,943,2,1,0,,respondida,autoaprovada,aprovada,100.41,0
CON02908,PED032510,2025-04-09,CLI15653,LOJ0193,2,60.66,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,0,236,0,1,0,,respondida,negada_ou_retirada,negada,0.00,0
CON02909,PED038198,2025-04-20,CLI05445,LOJ0092,3,111.18,pedido_incorreto,Recebi produtos diferentes do que selecionei.,1,110,1,1,0,,respondida,autoaprovada,aprovada,88.27,0
CON02910,PED030061,2025-04-08,CLI08579,LOJ0375,4,146.45,item_faltante,Faltou um item do pedido e a loja não respondeu.,1,1091,1,2,0,GRP027,respondida,autoaprovada,aprovada,"97,72",0
CON02911,PED030513,29/04/2025,CLI14937,LOJ0061,4,61.65,qualidade,A comida chegou fria e com qualidade abaixo do esperado.,1,1561,3,3,0,,sem resposta,autoaprovada,aprovada,33.04,0
CON02912,PED030881,2025-04-29,CLI10379,LOJ0243,6,165.88,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,1,2244,1,6,0,,respondida,autoaprovada,aprovada,134.01,1
CON02913,PED035510,2025-04-29,CLI11537,LOJ0155,2,"81,33",produto_avariado,O produto chegou danificado dentro da sacola.,1,37,0,1,0,,sem_resposta,negada_ou_retirada,negada,"R$ 0,00",0
CON02914,PED030829,2025-04-10,CLI13481,LOJ0298,7,160.94,item_faltante,Faltou um item do pedido e a loja não respondeu.,1,261,0,3,0,,SEM RESPOSTA,autoaprovada,aprovada,94.04,0
CON02915,PED031438,2025-04-16,CLI09775,LOJ0432,7,141.16,qualidade,A comida chegou fria e com qualidade abaixo do esperado.,1,426,2,2,0,,respondida,revisao_manual,aprovada,103.39,1
CON02916,PED034024,2025-04-16,CLI14677,LOJ0286,7,"R$ 66,04",nao_entregue,"O aplicativo marcou como entregue, mas não recebi o pedido.",1,1482,2,7,0,,respondida,revisao_manual,aprovada,33.16,0
CON02917,PED029636,04/04/2025,CLI13541,LOJ0148,3,159.19,qualidade,A qualidade não correspondeu ao que foi anunciado.,1,1940,0,3,0,,respondida,autoaprovada,aprovada,"140,28",0
CON02918,PED030155,2025-04-01,CLI16684,LOJ0358,2,140.53,qualidade,O produto estava com aparência ruim quando chegou.,1,478,1,1,0,,respondida,autoaprovada,aprovada,120.71,0
CON02919,PED035708,2025-04-12,CLI05370,LOJ0397,3,98.82,item_faltante,Não recebi todos os itens que estavam na nota.,1,1739,0,1,0,,respondida,autoaprovada,aprovada,68.91,0
CON02920,PED033912,2025-04-24,CLI04386,LOJ0292,3,"82,77",pedido_incorreto,Entregaram outro item no lugar do que comprei.,1,1927,2,3,1,,sem resposta,revisao_manual,aprovada,67.92,1
CON02921,PED038963,2025-04-04,CLI03996,LOJ0010,7,142.27,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,1,739,5,4,0,,SEM RESPOSTA,autoaprovada,aprovada,61.56,0
CON02922,PED032989,2025-04-21,CLI02728,LOJ0425,4,80.43,ITEM FALTANTE,Faltou um item do pedido e a loja não respondeu.,1,1963,0,3,0,,respondida,revisao_manual,aprovada,58.81,0
CON02923,PED030360,22/04/2025,CLI10324,LOJ0251,5,221.80,nao_entregue,"Consta entrega concluída, porém nada foi recebido.",0,642,0,2,0,,respondida,revisao_manual,aprovada,202.35,0
CON02924,PED038397,2025-04-26,CLI04780,LOJ0428,6,120.13,pedido_incorreto,Entregaram outro item no lugar do que comprei.,1,1223,2,6,0,,sem_resposta,autoaprovada,aprovada,"R$ 104,90",0
CON02925,PED038756,2025-04-26,CLI16963,LOJ0048,4,112.55,qualidade,A comida chegou fria e com qualidade abaixo do esperado.,1,2235,0,3,1,,sem resposta,autoaprovada,aprovada,105.48,1
CON02926,PED033096,2025-04-10,CLI08256,LOJ0316,4,154.07,item_faltante,Não recebi todos os itens que estavam na nota.,0,1564,1,1,0,,respondida,autoaprovada,aprovada,141.91,0
CON02927,PED038094,2025-04-27,CLI12043,LOJ0091,3,"R$ 152,83",item_faltante,Faltou um item do pedido e a loja não respondeu.,1,2156,0,2,0,,sem_resposta,autoaprovada,aprovada,124.73,0
CON02928,PED029963,2025-04-02,CLI09066,LOJ0253,4,82.13,item_faltante,Não recebi todos os itens que estavam na nota.,1,319,1,2,0,,SEM RESPOSTA,autoaprovada,aprovada,63.76,0
CON02929,PED034705,11/04/2025,CLI00661,LOJ0108,2,124.03,pedido_incorreto,Entregaram outro item no lugar do que comprei.,1,1153,6,1,1,,respondida,revisao_manual,aprovada,86.49,1
CON02930,PED031336,2025-04-01,CLI14134,LOJ0337,4,69.63,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",1,1387,0,2,1,,respondida,autoaprovada,aprovada,53.43,0
CON02931,PED036321,2025-04-21,CLI15831,LOJ0420,7,76.94,produto_avariado,O item vazou durante a entrega e não dava para consumir.,1,1187,0,3,0,,respondida,autoaprovada,aprovada,"63,58",0
CON02932,PED035760,2025-04-09,CLI14654,LOJ0419,7,103.68,pedido_incorreto,Recebi produtos diferentes do que selecionei.,0,1273,0,6,0,,sem resposta,autoaprovada,aprovada,81.78,0
CON02933,PED039439,2025-04-24,CLI01728,LOJ0164,5,233.45,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,1973,2,4,0,GRP066,SEM RESPOSTA,autoaprovada,aprovada,211.78,1
CON02934,PED036044,2025-04-11,CLI04399,LOJ0140,6,"182,91",item_faltante,Não recebi todos os itens que estavam na nota.,0,1974,1,6,0,,sem_resposta,autoaprovada,aprovada,117.44,0
CON02935,PED032655,19/04/2025,CLI00169,LOJ0014,5,129.85,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,1,210,2,1,0,,respondida,autoaprovada,aprovada,"R$ 79,44",0
CON02936,PED032715,2025-04-23,CLI04138,LOJ0035,2,64.54,qualidade,O produto estava com aparência ruim quando chegou.,1,2318,0,1,0,,respondida,autoaprovada,aprovada,38.91,0
CON02937,PED035336,2025-04-07,CLI07317,LOJ0386,7,136.52,pedido_incorreto,Entregaram outro item no lugar do que comprei.,0,1381,2,3,0,,respondida,autoaprovada,aprovada,130.90,0
CON02938,PED029406,2025-04-02,CLI05998,LOJ0344,2,"R$ 145,98",produto_avariado,O item vazou durante a entrega e não dava para consumir.,1,118,2,2,0,,sem resposta,revisao_manual,aprovada,"124,90",0
CON02939,PED036603,2025-04-19,CLI12024,LOJ0284,7,138.25,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,466,3,3,0,,sem_resposta,autoaprovada,aprovada,112.45,0
CON02940,PED036429,2025-04-08,CLI03552,LOJ0292,2,83.98,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,0,1648,0,1,0,,SEM RESPOSTA,autoaprovada,aprovada,58.52,0
CON02941,PED032241,24/04/2025,CLI17781,LOJ0341,5,"96,17",qualidade,A comida chegou fria e com qualidade abaixo do esperado.,1,1360,0,3,0,,sem resposta,negada_ou_retirada,negada,0.00,0
CON02942,PED038721,2025-04-07,CLI13054,LOJ0438,4,50.86,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",1,1751,0,3,0,,respondida,negada_ou_retirada,negada,0.00,0
CON02943,PED032539,2025-04-10,CLI14740,LOJ0174,2,249.79,nao_entregue,"Consta entrega concluída, porém nada foi recebido.",0,2365,0,1,0,,SEM RESPOSTA,autoaprovada,aprovada,227.11,0
CON02944,PED032887,2025-04-06,CLI07101,LOJ0344,6,73.27,produto_avariado,O produto chegou danificado dentro da sacola.,1,1654,2,1,0,,sem_resposta,autoaprovada,aprovada,55.20,0
CON02945,PED033137,2025-04-10,CLI04795,LOJ0214,7,96.79,ITEM FALTANTE,Faltou um item do pedido e a loja não respondeu.,1,1147,1,3,0,,respondida,autoaprovada,aprovada,"73,63",0
CON02946,PED036468,2025-04-18,CLI02177,LOJ0332,4,81.15,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",0,691,1,1,0,,sem resposta,autoaprovada,aprovada,"R$ 59,16",0
CON02947,PED037092,25/04/2025,CLI03906,LOJ0438,7,90.48,item_faltante,Não recebi todos os itens que estavam na nota.,1,1776,1,6,0,,respondida,revisao_manual,negada,0.00,0
CON02948,PED034668,2025-04-20,CLI15324,LOJ0089,7,"51,06",qualidade,O produto estava com aparência ruim quando chegou.,1,2117,1,4,0,,sem_resposta,negada_ou_retirada,retirada,0.00,0
CON02949,PED033951,2025-04-26,CLI12362,LOJ0296,2,"R$ 85,70",produto_avariado,O item vazou durante a entrega e não dava para consumir.,1,1524,0,1,0,GRP085,respondida,autoaprovada,aprovada,81.61,0
CON02950,PED039173,2025-04-20,CLI01905,LOJ0385,3,94.36,item_faltante,Não recebi todos os itens que estavam na nota.,1,2224,5,2,0,,SEM RESPOSTA,autoaprovada,aprovada,72.33,0
CON02951,PED036889,2025-04-02,CLI05364,LOJ0117,2,157.73,pedido_incorreto,Recebi produtos diferentes do que selecionei.,1,1549,0,1,0,,respondida,revisao_manual,aprovada,141.65,1
CON02952,PED030449,2025-04-24,CLI03283,LOJ0207,2,82.48,qualidade,A comida chegou fria e com qualidade abaixo do esperado.,0,1424,0,1,0,,sem resposta,autoaprovada,aprovada,"56,03",0
CON02953,PED037798,12/04/2025,CLI07614,LOJ0210,5,142.76,produto_avariado,A embalagem chegou aberta e o produto estava avariado.,1,253,2,5,0,GRP022,respondida,autoaprovada,aprovada,106.55,0
CON02954,PED033095,2025-04-11,CLI09636,LOJ0384,5,129.25,item_faltante,Faltou um item do pedido e a loja não respondeu.,0,1894,0,1,0,,respondida,negada_ou_retirada,negada,0.00,0
CON02955,PED029812,2025-04-11,CLI04674,LOJ0173,5,"110,69",pedido_incorreto,Entregaram outro item no lugar do que comprei.,0,810,0,5,0,,respondida,autoaprovada,aprovada,75.70,0
CON02956,PED033291,2025-04-21,CLI12017,LOJ0253,5,43.01,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,0,1756,2,3,0,,respondida,negada_ou_retirada,negada,0.00,0
CON02957,PED032732,2025-04-04,CLI00005,LOJ0357,4,138.91,item_faltante,Faltou um item do pedido e a loja não respondeu.,1,1698,1,2,0,,respondida,autoaprovada,aprovada,"R$ 111,01",0
CON02958,PED031391,2025-04-24,CLI07718,LOJ0388,4,93.36,pedido_incorreto,Recebi produtos diferentes do que selecionei.,1,731,0,3,0,,respondida,autoaprovada,aprovada,41.78,0
CON02959,PED031413,05/04/2025,CLI04061,LOJ0130,2,132.92,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,0,61,0,2,0,GRP107,SEM RESPOSTA,autoaprovada,aprovada,"109,17",0
CON02960,PED038626,2025-04-03,CLI13935,LOJ0150,4,"R$ 94,66",pedido_incorreto,Entregaram outro item no lugar do que comprei.,1,1873,3,2,0,,sem_resposta,autoaprovada,aprovada,75.71,1
CON02961,PED032165,2025-04-26,CLI01322,LOJ0271,5,88.98,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,1,2002,1,4,0,,sem resposta,autoaprovada,aprovada,73.28,0
CON02962,PED032759,2025-04-25,CLI00137,LOJ0198,4,"89,09",nao_entregue,"Consta entrega concluída, porém nada foi recebido.",0,21,1,3,0,,sem_resposta,autoaprovada,aprovada,70.07,0
CON02963,PED033880,2025-04-29,CLI03006,LOJ0072,2,260.26,pedido_incorreto,Entregaram outro item no lugar do que comprei.,0,1085,1,1,0,,SEM RESPOSTA,autoaprovada,aprovada,240.82,1
CON02964,PED037388,2025-04-27,CLI16125,LOJ0389,5,238.94,nao_entregue,O pedido não chegou no endereço informado.,1,2090,1,5,0,,sem resposta,negada_ou_retirada,negada,0.00,0
CON02965,PED033351,14/04/2025,CLI03531,LOJ0388,6,103.46,item_faltante,Faltou um item do pedido e a loja não respondeu.,1,1628,1,5,0,,respondida,negada_ou_retirada,negada,0.00,0
CON02966,PED036571,2025-04-27,CLI09195,LOJ0032,3,111.78,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",1,937,2,2,0,GRP031,SEM RESPOSTA,negada_ou_retirada,retirada,"0,00",0
CON02967,PED030295,2025-04-23,CLI14255,LOJ0221,2,139.54,nao_entregue,"O aplicativo marcou como entregue, mas não recebi o pedido.",0,2123,2,2,0,GRP023,respondida,negada_ou_retirada,negada,0.00,0
CON02968,PED038213,2025-04-13,CLI08396,LOJ0326,6,76.48,PRODUTO AVARIADO,A embalagem chegou aberta e o produto estava avariado.,0,1862,0,3,0,,respondida,revisao_manual,aprovada,"R$ 66,98",0
CON02969,PED035062,2025-04-16,CLI09812,LOJ0313,3,"47,30",produto_avariado,A embalagem chegou aberta e o produto estava avariado.,1,2238,0,2,0,,respondida,negada_ou_retirada,negada,0.00,0
CON02970,PED038959,2025-04-19,CLI04536,LOJ0110,3,48.89,nao_entregue,"O aplicativo marcou como entregue, mas não recebi o pedido.",1,996,2,1,0,,respondida,negada_ou_retirada,negada,0.00,0
CON02971,PED038544,21/04/2025,CLI16093,LOJ0174,2,"R$ 109,57",item_faltante,"O pedido chegou incompleto, faltou parte da compra.",1,1792,2,1,0,,respondida,autoaprovada,aprovada,54.00,0
CON02972,PED032586,2025-04-15,CLI00177,LOJ0049,5,122.91,nao_entregue,"Consta entrega concluída, porém nada foi recebido.",1,2238,0,5,0,,respondida,revisao_manual,aprovada,73.82,1
CON02973,PED036126,2025-04-07,CLI17230,LOJ0355,2,113.87,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,0,2003,2,1,0,GRP093,sem_resposta,negada_ou_retirada,negada,"0,00",0
CON02974,PED038040,2025-04-29,CLI04492,LOJ0203,6,85.65,qualidade,A qualidade não correspondeu ao que foi anunciado.,1,638,1,1,0,,respondida,autoaprovada,aprovada,68.02,0
CON02975,PED035370,2025-04-11,CLI10513,LOJ0047,2,84.03,qualidade,A comida chegou fria e com qualidade abaixo do esperado.,0,1199,2,1,0,,respondida,autoaprovada,aprovada,54.89,0
CON02976,PED030180,2025-04-03,CLI12485,LOJ0073,5,"120,39",pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,1,624,2,1,0,,sem resposta,autoaprovada,aprovada,87.85,1
CON02977,PED032456,24/04/2025,CLI17748,LOJ0152,6,81.35,nao_entregue,O pedido não chegou no endereço informado.,1,282,0,6,0,,respondida,autoaprovada,aprovada,77.13,1
CON02978,PED031700,2025-04-08,CLI09251,LOJ0240,2,77.42,qualidade,O produto estava com aparência ruim quando chegou.,1,1266,0,2,0,,respondida,revisao_manual,negada,0.00,0
CON02979,PED031459,2025-04-20,CLI07401,LOJ0331,7,82.28,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",1,2184,2,2,0,,respondida,autoaprovada,aprovada,"R$ 64,90",0
CON02980,PED035831,2025-04-08,CLI06938,LOJ0159,4,59.85,produto_avariado,A embalagem chegou aberta e o produto estava avariado.,0,515,0,2,0,,respondida,autoaprovada,aprovada,"53,74",0
CON02981,PED035911,2025-04-13,CLI10186,LOJ0382,2,164.83,item_faltante,Não recebi todos os itens que estavam na nota.,1,698,2,1,0,,respondida,autoaprovada,aprovada,158.58,0
CON02982,PED032668,2025-04-06,CLI10741,LOJ0106,3,"R$ 56,17",item_faltante,Faltou um item do pedido e a loja não respondeu.,0,964,1,2,0,,respondida,revisao_manual,negada,0.00,0
CON02983,PED038707,16/04/2025,CLI02888,LOJ0366,6,"106,08",pedido_incorreto,Entregaram outro item no lugar do que comprei.,0,517,2,3,0,,sem_resposta,autoaprovada,aprovada,62.62,0
CON02984,PED036130,2025-04-17,CLI15923,LOJ0272,2,184.60,qualidade,A qualidade não correspondeu ao que foi anunciado.,1,1272,0,1,0,,respondida,autoaprovada,aprovada,169.93,0
CON02985,PED030447,2025-04-03,CLI05063,LOJ0385,2,99.22,pedido_incorreto,Recebi produtos diferentes do que selecionei.,1,861,6,1,0,GRP066,respondida,negada_ou_retirada,negada,0.00,0
CON02986,PED029171,2025-04-28,CLI13941,LOJ0214,4,125.97,produto_avariado,A embalagem chegou aberta e o produto estava avariado.,1,2053,0,2,0,,SEM RESPOSTA,autoaprovada,aprovada,23.92,0
CON02987,PED034914,2025-04-21,CLI03134,LOJ0430,3,75.41,qualidade,A qualidade não correspondeu ao que foi anunciado.,1,1450,5,2,0,,respondida,revisao_manual,negada,"0,00",0
CON02988,PED036253,2025-04-08,CLI01129,LOJ0052,5,67.61,pedido_incorreto,Recebi produtos diferentes do que selecionei.,1,80,0,4,0,GRP104,sem resposta,autoaprovada,aprovada,61.83,0
CON02989,PED039297,03/04/2025,CLI11114,LOJ0310,3,115.27,qualidade,O produto estava com aparência ruim quando chegou.,1,1572,5,1,0,GRP087,SEM RESPOSTA,revisao_manual,aprovada,85.35,0
CON02990,PED033026,2025-04-19,CLI01855,LOJ0292,2,"79,15",qualidade,A qualidade não correspondeu ao que foi anunciado.,1,1641,0,1,0,,sem_resposta,negada_ou_retirada,negada,"R$ 0,00",0
CON02991,PED034755,2025-04-06,CLI00692,LOJ0334,6,90.27,PEDIDO INCORRETO,O pedido veio errado e preciso corrigir a cobrança.,1,1386,0,5,0,,respondida,autoaprovada,aprovada,59.96,0
CON02992,PED032160,2025-04-06,CLI10847,LOJ0387,5,70.48,nao_entregue,"O aplicativo marcou como entregue, mas não recebi o pedido.",1,106,0,2,0,,sem resposta,autoaprovada,aprovada,49.34,0
CON02993,PED031547,2025-04-04,CLI17664,LOJ0026,7,"R$ 91,46",qualidade,O produto estava com aparência ruim quando chegou.,1,1500,1,1,0,GRP025,sem_resposta,autoaprovada,aprovada,60.55,0
CON02994,PED037811,2025-04-24,CLI02163,LOJ0290,3,116.32,qualidade,O produto estava com aparência ruim quando chegou.,1,850,0,2,0,,respondida,autoaprovada,aprovada,"89,48",0
CON02995,PED032966,12/04/2025,CLI04678,LOJ0423,2,119.64,produto_avariado,O item vazou durante a entrega e não dava para consumir.,0,831,4,1,0,,respondida,autoaprovada,aprovada,86.20,1
CON02996,PED031326,2025-04-22,CLI16755,LOJ0105,2,176.25,item_faltante,Faltou um item do pedido e a loja não respondeu.,1,1581,0,1,0,,respondida,autoaprovada,aprovada,171.84,0
CON02997,PED030044,2025-04-12,CLI13129,LOJ0068,3,"149,02",produto_avariado,O produto chegou danificado dentro da sacola.,0,277,0,2,0,GRP086,SEM RESPOSTA,negada_ou_retirada,retirada,0.00,0
CON02998,PED039017,2025-04-26,CLI10414,LOJ0246,4,81.02,item_faltante,Não recebi todos os itens que estavam na nota.,1,2162,1,4,0,,respondida,revisao_manual,negada,0.00,0
CON02999,PED038811,2025-04-23,CLI05674,LOJ0099,7,100.87,item_faltante,"O pedido chegou incompleto, faltou parte da compra.",1,271,0,7,1,,respondida,autoaprovada,aprovada,67.24,0
CON03000,PED035296,2025-04-13,CLI12632,LOJ0097,2,69.42,pedido_incorreto,Entregaram outro item no lugar do que comprei.,1,864,1,1,1,,respondida,negada_ou_retirada,retirada,0.00,0
CON03001,PED032826,23/04/2025,CLI13638,LOJ0297,7,95.12,pedido_incorreto,O pedido veio errado e preciso corrigir a cobrança.,1,2184,1,6,0,,respondida,autoaprovada,aprovada,"R$ 87,77",0
CON03002,PED032483,2025-04-13,CLI02167,LOJ0279,3,106.36,pedido_incorreto,Recebi produtos diferentes do que selecionei.,1,163,0,1,0,,respondida,revisao_manual,aprovada,73.64,1
CON03003,PED029676,2025-04-02,CLI05431,LOJ0127,2,101.17,nao_entregue,"O aplicativo marcou como entregue, mas não recebi o pedido.",1,1850,0,2,0,,respondida,autoaprovada,aprovada,65.15,1
CON03004,PED029704,2025-04-23,CLI05307,LOJ0360,5,"R$ 141,29",pedido_incorreto,Entregaram outro item no lugar do que comprei.,1,2294,0,2,0,,respondida,revisao_manual,aprovada,76.36,0
CON03005,PED039030,2025-04-18,CLI06171,LOJ0301,3,112.24,pedido_incorreto,Entregaram outro item no lugar do que comprei.,1,689,0,2,0,,sem resposta,autoaprovada,aprovada,99.21,0
CON03006,PED036853,2025-04-26,CLI08018,LOJ0064,4,245.93,nao_entregue,O pedido não chegou no endereço informado.,1,2032,0,2,0,,SEM RESPOSTA,autoaprovada,aprovada,215.83,0
CON03007,PED030103,28/04/2025,CLI16830,LOJ0286,2,137.27,qualidade,A qualidade não correspondeu ao que foi anunciado.,1,996,0,1,1,,sem_resposta,autoaprovada,aprovada,104.10,1
CON03008,PED029522,2025-04-02,CLI05808,LOJ0445,4,106.89,nao_entregue,"Consta entrega concluída, porém nada foi recebido.",0,2101,2,4,1,,respondida,autoaprovada,aprovada,"91,91",0
CON03009,PED037393,2025-04-15,CLI15124,LOJ0276,2,91.61,qualidade,O produto estava com aparência ruim quando chegou.,1,1455,0,2,0,,sem resposta,autoaprovada,aprovada,67.25,0
CON03010,PED034103,2025-04-25,CLI04498,LOJ0242,3,92.41,item_faltante,Faltou um item do pedido e a loja não respondeu.,1,287,1,3,0,,respondida,autoaprovada,aprovada,68.63,0
CON03011,PED036644,2025-04-29,CLI15836,LOJ0158,2,"95,15",pedido_incorreto,Recebi produtos diferentes do que selecionei.,1,856,2,1,0,,respondida,autoaprovada,aprovada,84.21,0
CON03012,PED038280,2025-04-02,CLI00126,LOJ0309,4,125.34,produto_avariado,A embalagem chegou aberta e o produto estava avariado.,0,150,0,3,0,,sem_resposta,autoaprovada,aprovada,"R$ 69,20",1
CON03013,PED031297,21/04/2025,CLI10541,LOJ0234,4,108.66,pedido_incorreto,Recebi produtos diferentes do que selecionei.,1,1881,1,3,0,,respondida,autoaprovada,aprovada,86.94,0
CON03014,PED033511,2025-04-11,CLI16049,LOJ0017,2,114.91,ITEM FALTANTE,Não recebi todos os itens que estavam na nota.,1,773,0,2,0,,respondida,autoaprovada,aprovada,94.54,1
