pedido_id,data_pedido,cliente_id,loja_id,cidade,categoria_loja,itens_pedido,valor_pedido,status_pedido
PED037526,2025-04-07,CLI00253,LOJ0324,SÃO PAULO,Restaurante,7,102.30,concluido
PED037527,2025-04-07,CLI12214,LOJ0380,São Paulo,Mercado,7,47.49,concluido
PED037528,2025-04-01,CLI14979,LOJ0300,Campinas,Restaurante,5,"49,42",concluido
PED037529,2025-04-01,CLI01251,LOJ0152,Sorocaba,Restaurante,1,64.91,concluido
PED037530,2025-04-10,CLI16197,LOJ0101,São Paulo,Restaurante,2,63.00,concluido
PED037531,29/04/2025,CLI14870,LOJ0361,São Paulo,Restaurante,6,81.15,concluido
PED037532,2025-04-22,CLI14118,LOJ0258,São Paulo,Restaurante,7,103.84,concluido
PED037533,2025-04-10,CLI00713,LOJ0181,Campinas,Restaurante,7,"R$ 99,41",concluido
PED037534,2025-04-16,CLI08083,LOJ0073,Santos,Pet shop,6,87.07,concluido
PED037535,2025-04-20,CLI09403,LOJ0173,Campinas,Mercado,2,"47,36",concluido
PED037536,2025-04-06,CLI15382,LOJ0072,Campinas,Restaurante,4,131.26,concluido
PED037537,28/04/2025,CLI00432,LOJ0419,Campinas,Restaurante,1,53.68,concluido
PED037538,2025-04-17,CLI11323,LOJ0034,Campinas,Restaurante,2,79.22,concluido
PED037539,2025-04-16,CLI01536,LOJ0326,São Paulo,Restaurante,2,142.87,concluido
PED037540,2025-04-04,CLI03929,LOJ0397,Santos,Restaurante,2,42.84,concluido
PED037541,2025-04-13,CLI01732,LOJ0341,Campinas,Restaurante,7,73.59,concluido
PED037542,2025-04-21,CLI08014,LOJ0148,Campinas,Mercado,5,"37,05",concluido
PED037543,11/04/2025,CLI10655,LOJ0293,São Paulo,Restaurante,2,65.14,concluido
PED037544,2025-04-13,CLI08103,LOJ0175,São Paulo,Restaurante,5,"R$ 105,19",concluido
PED037545,2025-04-22,CLI00596,LOJ0182,SÃO PAULO,Restaurante,3,89.92,concluido
PED037546,2025-04-30,CLI15124,LOJ0236,Santos,Restaurante,2,77.51,concluido
PED037547,2025-04-16,CLI06388,LOJ0001,Campinas,Restaurante,4,107.04,concluido
PED037548,2025-04-01,CLI11243,LOJ0337,Santos,Restaurante,6,46.36,concluido
PED037549,21/04/2025,CLI13368,LOJ0390,Santos,Restaurante,1,"72,50",concluido
PED037550,2025-04-13,CLI15850,LOJ0200,Sorocaba,Restaurante,5,83.90,concluido
PED037551,2025-04-26,CLI08406,LOJ0219,São Paulo,Pet shop,5,51.40,concluido
PED037552,2025-04-17,CLI10259,LOJ0014,São Paulo,Mercado,2,29.51,concluido
PED037553,2025-04-28,CLI15140,LOJ0228,Campinas,Restaurante,7,55.23,concluido
PED037554,2025-04-29,CLI10013,LOJ0056,Campinas,Restaurante,3,184.83,concluido
PED037555,22/04/2025,CLI01954,LOJ0430,Sorocaba,Restaurante,2,"R$ 56,23",concluido
PED037556,2025-04-19,CLI14498,LOJ0318,Campinas,Restaurante,1,"75,10",concluido
PED037557,2025-04-16,CLI14397,LOJ0012,Campinas,Restaurante,7,68.89,concluido
PED037558,2025-04-13,CLI15718,LOJ0384,Campinas,Restaurante,7,36.05,concluido
PED037559,2025-04-07,CLI06780,LOJ0187,Campinas,Restaurante,6,42.49,concluido
PED037560,2025-04-05,CLI07725,LOJ0213,Sorocaba,Restaurante,5,66.43,concluido
PED037561,17/04/2025,CLI02206,LOJ0272,Campinas,Mercado,3,76.71,concluido
PED037562,2025-04-11,CLI12108,LOJ0017,Campinas,Farmácia,5,60.42,concluido
PED037563,2025-04-01,CLI06972,LOJ0366,Santos,Restaurante,2,"72,38",concluido
PED037564,2025-04-02,CLI01022,LOJ0389,SANTOS,Restaurante,2,73.65,concluido
PED037565,2025-04-11,CLI09795,LOJ0306,São Paulo,Restaurante,2,59.11,concluido
PED037566,2025-04-08,CLI07106,LOJ0199,Santos,Mercado,7,"R$ 74,42",concluido
PED037567,25/04/2025,CLI16643,LOJ0104,São Paulo,Restaurante,4,60.84,concluido
PED037568,2025-04-04,CLI01012,LOJ0160,Santos,Restaurante,5,60.42,concluido
PED037569,2025-04-25,CLI15845,LOJ0369,Santos,Restaurante,1,55.95,concluido
PED037570,2025-04-13,CLI08304,LOJ0363,Sorocaba,Mercado,5,"103,33",concluido
PED037571,2025-04-18,CLI14105,LOJ0243,São Paulo,Restaurante,7,77.21,concluido
PED037572,2025-04-06,CLI09871,LOJ0168,Campinas,Restaurante,5,53.18,concluido
PED037573,15/04/2025,CLI13621,LOJ0392,São Paulo,Restaurante,3,60.42,concluido
PED037574,2025-04-17,CLI01014,LOJ0061,Santos,Restaurante,7,70.76,concluido
PED037575,2025-04-01,CLI11992,LOJ0027,Campinas,Restaurante,1,38.54,concluido
PED037576,2025-04-07,CLI09679,LOJ0271,Santos,Mercado,3,56.66,concluido
PED037577,2025-04-06,CLI10197,LOJ0385,Campinas,Restaurante,5,"R$ 110,23",concluido
PED037578,2025-04-02,CLI05575,LOJ0195,Sorocaba,Pet shop,1,121.76,concluido
PED037579,26/04/2025,CLI12376,LOJ0151,Santos,Restaurante,2,88.47,concluido
PED037580,2025-04-09,CLI00352,LOJ0055,Campinas,Mercado,4,56.97,concluido
PED037581,2025-04-08,CLI04046,LOJ0067,Campinas,Restaurante,2,69.78,concluido
PED037582,2025-04-08,CLI09670,LOJ0018,São Paulo,Mercado,5,104.57,concluido
PED037583,2025-04-01,CLI02232,LOJ0365,SÃO PAULO,Restaurante,6,49.08,concluido
PED037584,2025-04-24,CLI04330,LOJ0143,Campinas,Farmácia,7,"91,58",concluido
PED037585,30/04/2025,CLI17632,LOJ0331,Santos,Restaurante,1,144.23,concluido
PED037586,2025-04-04,CLI05655,LOJ0028,Campinas,Restaurante,2,137.97,concluido
PED037587,2025-04-26,CLI06424,LOJ0068,Campinas,Restaurante,1,189.57,concluido
PED037588,2025-04-13,CLI16848,LOJ0278,São Paulo,Restaurante,5,"R$ 55,29",concluido
PED037589,2025-04-16,CLI13685,LOJ0010,Santos,Mercado,4,78.80,concluido
PED037590,2025-04-29,CLI13590,LOJ0289,São Paulo,Restaurante,4,67.05,concluido
PED037591,12/04/2025,CLI03745,LOJ0322,Santos,Mercado,3,"35,35",concluido
PED037592,2025-04-07,CLI01389,LOJ0311,São Paulo,Restaurante,3,40.21,concluido
PED037593,2025-04-17,CLI03711,LOJ0157,São Paulo,Restaurante,7,69.38,concluido
PED037594,2025-04-04,CLI14195,LOJ0173,Santos,Restaurante,7,60.13,concluido
PED037595,2025-04-25,CLI04380,LOJ0426,Santos,Mercado,7,41.12,concluido
PED037596,2025-04-29,CLI04865,LOJ0204,Campinas,Mercado,1,72.10,concluido
PED037597,25/04/2025,CLI06625,LOJ0229,São Paulo,Restaurante,4,118.78,concluido
PED037598,2025-04-05,CLI12254,LOJ0179,Campinas,Mercado,6,"95,03",concluido
PED037599,2025-04-08,CLI11247,LOJ0261,Sorocaba,Restaurante,1,"R$ 46,65",concluido
PED037600,2025-04-08,CLI12002,LOJ0021,Campinas,Farmácia,6,38.16,concluido
PED037601,2025-04-11,CLI13456,LOJ0173,São Paulo,Restaurante,6,46.53,concluido
PED037602,2025-04-24,CLI05277,LOJ0365,CAMPINAS,Restaurante,6,27.62,concluido
PED037603,02/04/2025,CLI17045,LOJ0057,Sorocaba,Restaurante,7,57.91,concluido
PED037604,2025-04-22,CLI05706,LOJ0172,Santos,Restaurante,2,84.43,concluido
PED037605,2025-04-09,CLI09447,LOJ0368,Campinas,Restaurante,1,"71,17",concluido
PED037606,2025-04-12,CLI12926,LOJ0391,São Paulo,Restaurante,5,55.14,concluido
PED037607,2025-04-16,CLI11848,LOJ0205,Campinas,Restaurante,2,53.92,concluido
PED037608,2025-04-03,CLI15698,LOJ0242,Sorocaba,Restaurante,6,52.15,concluido
PED037609,27/04/2025,CLI09667,LOJ0303,São Paulo,Restaurante,5,55.09,concluido
PED037610,2025-04-09,CLI06517,LOJ0291,São Paulo,Mercado,2,"R$ 82,83",concluido
PED037611,2025-04-30,CLI01115,LOJ0059,Campinas,Pet shop,6,84.24,concluido
PED037612,2025-04-22,CLI03778,LOJ0138,São Paulo,Mercado,3,"117,26",concluido
PED037613,2025-04-08,CLI08694,LOJ0054,Campinas,Restaurante,4,87.13,concluido
PED037614,2025-04-15,CLI14421,LOJ0436,Sorocaba,Farmácia,5,109.89,concluido
PED037615,19/04/2025,CLI07572,LOJ0016,Santos,Mercado,2,32.03,concluido
PED037616,2025-04-14,CLI06704,LOJ0068,Campinas,Mercado,6,38.48,concluido
PED037617,2025-04-29,CLI09578,LOJ0141,Campinas,Restaurante,2,52.65,concluido
PED037618,2025-04-26,CLI07121,LOJ0126,Campinas,Mercado,4,110.29,concluido
PED037619,2025-04-13,CLI05289,LOJ0158,Campinas,Restaurante,7,"63,75",concluido
PED037620,2025-04-04,CLI06058,LOJ0161,Campinas,Mercado,3,73.67,concluido
PED037621,26/04/2025,CLI08180,LOJ0406,CAMPINAS,Restaurante,3,"R$ 84,05",concluido
PED037622,2025-04-19,CLI09999,LOJ0052,São Paulo,Restaurante,7,46.24,concluido
PED037623,2025-04-04,CLI07118,LOJ0331,São Paulo,Restaurante,6,47.59,concluido
PED037624,2025-04-30,CLI16858,LOJ0240,São Paulo,Mercado,2,74.62,concluido
PED037625,2025-04-05,CLI14389,LOJ0151,Campinas,Farmácia,6,94.35,concluido
PED037626,2025-04-17,CLI15392,LOJ0130,Santos,Mercado,5,"140,23",concluido
PED037627,08/04/2025,CLI05976,LOJ0424,Santos,Farmácia,2,60.93,concluido
PED037628,2025-04-07,CLI04694,LOJ0125,Campinas,Restaurante,4,74.77,concluido
PED037629,2025-04-13,CLI09780,LOJ0166,Campinas,Mercado,6,55.71,concluido
PED037630,2025-04-01,CLI06153,LOJ0145,São Paulo,Mercado,7,105.66,concluido
PED037631,2025-04-21,CLI17604,LOJ0102,Campinas,Farmácia,4,68.51,concluido
PED037632,2025-04-23,CLI00046,LOJ0038,Sorocaba,Mercado,4,"R$ 83,88",concluido
PED037633,30/04/2025,CLI05322,LOJ0120,São Paulo,Mercado,5,"50,91",concluido
PED037634,2025-04-13,CLI12338,LOJ0129,Campinas,Restaurante,7,137.01,concluido
PED037635,2025-04-07,CLI08963,LOJ0321,São Paulo,Restaurante,5,101.20,concluido
PED037636,2025-04-11,CLI07894,LOJ0351,São Paulo,Restaurante,2,145.22,concluido
PED037637,2025-04-13,CLI11178,LOJ0011,Campinas,Restaurante,2,43.27,concluido
PED037638,2025-04-22,CLI04898,LOJ0241,São Paulo,Farmácia,4,87.38,concluido
PED037639,27/04/2025,CLI04098,LOJ0349,São Paulo,Pet shop,4,68.84,concluido
PED037640,2025-04-01,CLI12057,LOJ0180,SOROCABA,Restaurante,4,"43,27",concluido
PED037641,2025-04-17,CLI17090,LOJ0265,São Paulo,Restaurante,7,144.44,concluido
PED037642,2025-04-07,CLI13227,LOJ0200,Campinas,Mercado,7,88.31,concluido
PED037643,2025-04-20,CLI00555,LOJ0227,São Paulo,Farmácia,6,"R$ 67,72",concluido
PED037644,2025-04-04,CLI10491,LOJ0385,São Paulo,Mercado,2,83.86,concluido
PED037645,22/04/2025,CLI07952,LOJ0104,Campinas,Restaurante,5,116.85,concluido
PED037646,2025-04-25,CLI01908,LOJ0342,São Paulo,Restaurante,6,80.82,concluido
PED037647,2025-04-14,CLI02116,LOJ0431,Santos,Restaurante,2,"45,03",concluido
PED037648,2025-04-05,CLI14387,LOJ0101,Campinas,Restaurante,5,74.97,concluido
PED037649,2025-04-20,CLI16731,LOJ0096,Sorocaba,Restaurante,1,46.60,concluido
PED037650,2025-04-13,CLI05870,LOJ0363,Campinas,Farmácia,4,102.67,concluido
PED037651,14/04/2025,CLI05496,LOJ0065,Sorocaba,Restaurante,2,52.68,concluido
PED037652,2025-04-21,CLI15742,LOJ0005,São Paulo,Restaurante,3,65.84,concluido
PED037653,2025-04-09,CLI08404,LOJ0145,Campinas,Restaurante,6,69.06,concluido
PED037654,2025-04-21,CLI00946,LOJ0153,Sorocaba,Pet shop,5,"R$ 64,68",concluido
PED037655,2025-04-16,CLI13199,LOJ0055,Sorocaba,Restaurante,3,56.43,concluido
PED037656,2025-04-25,CLI04240,LOJ0193,São Paulo,Restaurante,7,58.23,concluido
PED037657,30/04/2025,CLI07314,LOJ0412,Campinas,Restaurante,4,103.71,concluido
PED037658,2025-04-10,CLI14676,LOJ0181,Sorocaba,Restaurante,7,72.13,concluido
PED037659,2025-04-16,CLI15428,LOJ0263,SÃO PAULO,Mercado,7,148.66,concluido
PED037660,2025-04-04,CLI12970,LOJ0128,Campinas,Mercado,2,77.14,concluido
PED037661,2025-04-09,CLI17006,LOJ0409,São Paulo,Farmácia,4,"71,31",concluido
PED037662,2025-04-02,CLI02089,LOJ0435,São Paulo,Restaurante,4,78.63,concluido
PED037663,12/04/2025,CLI14579,LOJ0231,Santos,Mercado,3,69.77,concluido
PED037664,2025-04-12,CLI04327,LOJ0425,São Paulo,Restaurante,1,65.91,concluido
PED037665,2025-04-05,CLI13648,LOJ0091,Campinas,Mercado,3,"R$ 38,86",concluido
PED037666,2025-04-12,CLI03368,LOJ0099,São Paulo,Restaurante,3,28.16,concluido
PED037667,2025-04-12,CLI04756,LOJ0390,São Paulo,Mercado,6,82.48,concluido
PED037668,2025-04-05,CLI13216,LOJ0395,São Paulo,Farmácia,7,"123,52",concluido
PED037669,29/04/2025,CLI04050,LOJ0220,Santos,Restaurante,7,36.43,concluido
PED037670,2025-04-06,CLI17783,LOJ0438,Campinas,Pet shop,6,54.79,concluido
PED037671,2025-04-14,CLI12169,LOJ0310,São Paulo,Restaurante,5,112.43,concluido
PED037672,2025-04-29,CLI03986,LOJ0222,São Paulo,Restaurante,2,64.98,concluido
PED037673,2025-04-05,CLI10727,LOJ0170,Santos,Restaurante,6,72.86,concluido
PED037674,2025-04-19,CLI09185,LOJ0223,Campinas,Restaurante,2,110.92,concluido
PED037675,25/04/2025,CLI02377,LOJ0285,Santos,Restaurante,3,"101,91",concluido
PED037676,2025-04-11,CLI10761,LOJ0422,São Paulo,Restaurante,4,"R$ 37,24",concluido
PED037677,2025-04-16,CLI12780,LOJ0369,Campinas,Restaurante,2,55.99,concluido
PED037678,2025-04-29,CLI15780,LOJ0020,SÃO PAULO,Restaurante,3,59.56,concluido
PED037679,2025-04-30,CLI04126,LOJ0415,Sorocaba,Restaurante,7,59.15,concluido
PED037680,2025-04-10,CLI01816,LOJ0098,Campinas,Mercado,7,80.78,concluido
PED037681,26/04/2025,CLI16178,LOJ0375,Santos,Restaurante,3,35.20,concluido
PED037682,2025-04-20,CLI12814,LOJ0398,Campinas,Restaurante,3,"48,13",concluido
PED037683,2025-04-22,CLI01833,LOJ0323,Campinas,Restaurante,6,76.66,concluido
PED037684,2025-04-20,CLI01617,LOJ0041,São Paulo,Restaurante,5,36.49,concluido
PED037685,2025-04-15,CLI11966,LOJ0019,Campinas,Mercado,2,57.62,concluido
PED037686,2025-04-23,CLI08707,LOJ0351,Campinas,Farmácia,1,38.90,concluido
PED037687,16/04/2025,CLI10665,LOJ0334,Santos,Restaurante,1,"R$ 48,63",concluido
PED037688,2025-04-18,CLI17888,LOJ0065,São Paulo,Restaurante,7,52.28,concluido
PED037689,2025-04-06,CLI07395,LOJ0225,Campinas,Restaurante,5,"118,13",concluido
PED037690,2025-04-15,CLI08542,LOJ0087,Santos,Restaurante,5,64.14,concluido
PED037691,2025-04-17,CLI03218,LOJ0249,Santos,Pet shop,7,61.48,concluido
PED037692,2025-04-06,CLI02936,LOJ0122,Campinas,Mercado,4,56.82,concluido
PED037693,02/04/2025,CLI17557,LOJ0257,Santos,Farmácia,5,48.54,concluido
PED037694,2025-04-25,CLI08164,LOJ0169,Sorocaba,Restaurante,7,49.46,concluido
PED037695,2025-04-19,CLI17044,LOJ0238,Campinas,Restaurante,7,138.07,concluido
PED037696,2025-04-30,CLI13100,LOJ0282,Campinas,Restaurante,7,"69,67",concluido
PED037697,2025-04-22,CLI11528,LOJ0029,CAMPINAS,Restaurante,6,44.19,concluido
PED037698,2025-04-27,CLI06216,LOJ0035,São Paulo,Pet shop,6,"R$ 73,33",concluido
PED037699,11/04/2025,CLI02931,LOJ0034,Sorocaba,Restaurante,7,118.91,concluido
PED037700,2025-04-20,CLI17283,LOJ0256,Campinas,Restaurante,4,72.35,concluido
PED037701,2025-04-30,CLI14720,LOJ0074,Campinas,Restaurante,6,117.02,concluido
PED037702,2025-04-29,CLI12798,LOJ0266,São Paulo,Restaurante,3,68.28,concluido
PED037703,2025-04-13,CLI11722,LOJ0193,Santos,Restaurante,6,"52,27",concluido
PED037704,2025-04-16,CLI00794,LOJ0123,Santos,Restaurante,1,125.04,concluido
PED037705,24/04/2025,CLI16905,LOJ0301,São Paulo,Restaurante,6,94.13,concluido
PED037706,2025-04-20,CLI10455,LOJ0061,São Paulo,Farmácia,2,145.55,concluido
PED037707,2025-04-25,CLI17282,LOJ0367,Campinas,Restaurante,5,87.13,concluido
PED037708,2025-04-26,CLI15694,LOJ0312,Sorocaba,Restaurante,7,50.20,concluido
PED037709,2025-04-27,CLI06809,LOJ0344,Campinas,Restaurante,6,"R$ 60,26",concluido
PED037710,2025-04-22,CLI01429,LOJ0250,São Paulo,Restaurante,1,"62,91",concluido
PED037711,05/04/2025,CLI04910,LOJ0271,São Paulo,Restaurante,2,84.59,concluido
PED037712,2025-04-05,CLI06635,LOJ0195,São Paulo,Mercado,3,51.38,concluido
PED037713,2025-04-03,CLI00235,LOJ0185,São Paulo,Mercado,4,129.98,concluido
PED037714,2025-04-22,CLI15930,LOJ0396,Santos,Restaurante,5,56.89,concluido
PED037715,2025-04-26,CLI08630,LOJ0106,Sorocaba,Restaurante,2,73.27,concluido
PED037716,2025-04-29,CLI16040,LOJ0259,SANTOS,Restaurante,2,130.43,concluido
PED037717,01/04/2025,CLI10287,LOJ0057,São Paulo,Restaurante,2,"97,31",concluido
PED037718,2025-04-06,CLI14860,LOJ0286,Santos,Restaurante,4,88.89,concluido
PED037719,2025-04-24,CLI07059,LOJ0318,Campinas,Mercado,6,111.04,concluido
PED037720,2025-04-16,CLI17890,LOJ0373,Santos,Restaurante,7,"R$ 55,46",concluido
PED037721,2025-04-07,CLI05058,LOJ0132,Sorocaba,Restaurante,5,98.51,concluido
PED037722,2025-04-03,CLI04463,LOJ0102,São Paulo,Mercado,6,78.95,concluido
PED037723,12/04/2025,CLI13482,LOJ0358,Santos,Restaurante,2,58.76,concluido
PED037724,2025-04-07,CLI05377,LOJ0445,Santos,Restaurante,1,"93,20",concluido
PED037725,2025-04-28,CLI01756,LOJ0092,São Paulo,Restaurante,2,71.97,concluido
PED037726,2025-04-12,CLI01369,LOJ0182,Campinas,Restaurante,2,44.31,concluido
PED037727,2025-04-11,CLI13770,LOJ0235,Campinas,Farmácia,2,88.72,concluido
PED037728,2025-04-06,CLI00825,LOJ0058,São Paulo,Mercado,6,63.10,concluido
PED037729,10/04/2025,CLI16457,LOJ0390,Campinas,Mercado,1,35.32,concluido
PED037730,2025-04-06,CLI09339,LOJ0265,Campinas,Restaurante,6,53.60,concluido
PED037731,2025-04-02,CLI01963,LOJ0337,Sorocaba,Mercado,4,"R$ 92,13",concluido
PED037732,2025-04-06,CLI12654,LOJ0392,Campinas,Mercado,2,74.57,concluido
PED037733,2025-04-05,CLI06000,LOJ0324,Campinas,Mercado,7,48.85,concluido
PED037734,2025-04-06,CLI05681,LOJ0243,Santos,Restaurante,6,53.04,concluido
PED037735,01/04/2025,CLI08425,LOJ0304,SOROCABA,Restaurante,7,61.51,concluido
PED037736,2025-04-06,CLI02321,LOJ0200,Sorocaba,Restaurante,2,41.57,concluido
PED037737,2025-04-05,CLI00893,LOJ0131,Sorocaba,Restaurante,4,76.22,concluido
PED037738,2025-04-23,CLI08690,LOJ0307,Sorocaba,Restaurante,2,"54,71",concluido
PED037739,2025-04-22,CLI14091,LOJ0377,São Paulo,Restaurante,6,52.39,concluido
PED037740,2025-04-20,CLI15391,LOJ0278,Campinas,Mercado,2,37.62,concluido
PED037741,23/04/2025,CLI14787,LOJ0429,Sorocaba,Restaurante,4,51.74,concluido
PED037742,2025-04-29,CLI13380,LOJ0062,Santos,Restaurante,6,"R$ 52,63",concluido
PED037743,2025-04-20,CLI10395,LOJ0337,Sorocaba,Mercado,7,72.66,concluido
PED037744,2025-04-12,CLI12335,LOJ0207,Campinas,Restaurante,2,62.21,concluido
PED037745,2025-04-30,CLI14360,LOJ0180,Campinas,Restaurante,7,"89,42",concluido
PED037746,2025-04-03,CLI17172,LOJ0355,Campinas,Restaurante,1,32.45,concluido
PED037747,06/04/2025,CLI10149,LOJ0052,São Paulo,Restaurante,5,35.51,concluido
PED037748,2025-04-08,CLI01836,LOJ0357,São Paulo,Restaurante,3,86.52,concluido
PED037749,2025-04-17,CLI03098,LOJ0397,São Paulo,Mercado,2,89.65,concluido
PED037750,2025-04-19,CLI15332,LOJ0211,São Paulo,Restaurante,1,44.78,concluido
PED037751,2025-04-29,CLI13663,LOJ0190,Sorocaba,Mercado,1,185.05,concluido
PED037752,2025-04-28,CLI02058,LOJ0324,Campinas,Restaurante,5,"100,27",concluido
PED037753,22/04/2025,CLI09010,LOJ0030,Santos,Restaurante,3,"R$ 96,30",concluido
PED037754,2025-04-01,CLI14704,LOJ0382,CAMPINAS,Restaurante,3,66.81,concluido
PED037755,2025-04-22,CLI07551,LOJ0438,Santos,Mercado,2,125.37,concluido
PED037756,2025-04-15,CLI00758,LOJ0003,Campinas,Restaurante,2,117.17,concluido
PED037757,2025-04-11,CLI11755,LOJ0185,Sorocaba,Restaurante,4,51.95,concluido
PED037758,2025-04-02,CLI09976,LOJ0147,Sorocaba,Farmácia,3,129.55,concluido
PED037759,28/04/2025,CLI06097,LOJ0340,Sorocaba,Restaurante,2,"106,64",concluido
PED037760,2025-04-06,CLI15181,LOJ0109,Campinas,Restaurante,1,44.49,concluido
PED037761,2025-04-21,CLI17978,LOJ0233,São Paulo,Restaurante,7,107.65,concluido
PED037762,2025-04-22,CLI12180,LOJ0388,Sorocaba,Mercado,1,73.45,concluido
PED037763,2025-04-04,CLI16035,LOJ0185,Campinas,Mercado,6,56.11,concluido
PED037764,2025-04-05,CLI05178,LOJ0046,Sorocaba,Restaurante,3,"R$ 99,37",concluido
PED037765,19/04/2025,CLI00376,LOJ0092,Sorocaba,Mercado,1,63.43,concluido
PED037766,2025-04-10,CLI02475,LOJ0277,São Paulo,Restaurante,4,"75,25",concluido
PED037767,2025-04-01,CLI08703,LOJ0152,Santos,Restaurante,6,92.39,concluido
PED037768,2025-04-06,CLI10382,LOJ0007,Campinas,Restaurante,4,89.63,concluido
PED037769,2025-04-11,CLI02490,LOJ0253,Campinas,Restaurante,1,66.11,concluido
PED037770,2025-04-03,CLI14888,LOJ0254,São Paulo,Pet shop,7,71.16,concluido
PED037771,15/04/2025,CLI09146,LOJ0025,São Paulo,Restaurante,6,152.74,concluido
PED037772,2025-04-20,CLI04949,LOJ0421,Campinas,Restaurante,3,54.04,concluido
PED037773,2025-04-24,CLI04963,LOJ0393,SÃO PAULO,Mercado,7,"54,48",concluido
PED037774,2025-04-18,CLI04568,LOJ0333,São Paulo,Restaurante,5,44.46,concluido
PED037775,2025-04-12,CLI10486,LOJ0073,São Paulo,Restaurante,3,"R$ 91,37",concluido
PED037776,2025-04-07,CLI17981,LOJ0226,São Paulo,Restaurante,4,89.25,concluido
PED037777,02/04/2025,CLI04809,LOJ0249,São Paulo,Restaurante,7,79.40,concluido
PED037778,2025-04-29,CLI05174,LOJ0052,São Paulo,Restaurante,3,60.85,concluido
PED037779,2025-04-21,CLI07874,LOJ0069,Campinas,Restaurante,6,65.36,concluido
PED037780,2025-04-08,CLI06480,LOJ0349,Sorocaba,Restaurante,2,"62,24",concluido
PED037781,2025-04-19,CLI16448,LOJ0436,Campinas,Restaurante,4,24.45,concluido
PED037782,2025-04-04,CLI09302,LOJ0450,Campinas,Mercado,2,180.17,concluido
PED037783,17/04/2025,CLI04081,LOJ0020,São Paulo,Restaurante,4,69.40,concluido
PED037784,2025-04-06,CLI00941,LOJ0388,Sorocaba,Restaurante,7,65.91,concluido
PED037785,2025-04-25,CLI03040,LOJ0328,Santos,Restaurante,5,139.35,concluido
PED037786,2025-04-15,CLI12211,LOJ0437,Campinas,Mercado,4,"R$ 58,48",concluido
PED037787,2025-04-05,CLI00631,LOJ0396,Campinas,Mercado,5,"67,12",concluido
PED037788,2025-04-20,CLI12831,LOJ0100,Campinas,Restaurante,1,33.98,concluido
PED037789,09/04/2025,CLI04639,LOJ0147,Campinas,Mercado,3,65.60,concluido
PED037790,2025-04-19,CLI14605,LOJ0049,São Paulo,Restaurante,2,33.67,concluido
PED037791,2025-04-13,CLI10687,LOJ0282,Campinas,Farmácia,3,85.06,concluido
PED037792,2025-04-09,CLI15491,LOJ0290,SÃO PAULO,Restaurante,2,40.72,concluido
PED037793,2025-04-21,CLI02335,LOJ0027,São Paulo,Restaurante,1,101.74,concluido
PED037794,2025-04-25,CLI17316,LOJ0178,Sorocaba,Restaurante,6,"50,93",concluido
PED037795,29/04/2025,CLI11752,LOJ0347,Campinas,Restaurante,5,46.83,concluido
PED037796,2025-04-02,CLI15080,LOJ0101,São Paulo,Restaurante,6,89.80,concluido
PED037797,2025-04-24,CLI01850,LOJ0093,Campinas,Farmácia,3,"R$ 129,40",concluido
PED037798,2025-04-12,CLI07614,LOJ0210,Campinas,Mercado,5,142.76,concluido
PED037799,2025-04-17,CLI03840,LOJ0073,São Paulo,Restaurante,1,62.15,concluido
PED037800,2025-04-16,CLI03155,LOJ0299,Campinas,Restaurante,4,84.20,concluido
PED037801,28/04/2025,CLI03306,LOJ0337,São Paulo,Restaurante,6,"78,51",concluido
PED037802,2025-04-15,CLI02661,LOJ0116,São Paulo,Restaurante,4,43.48,concluido
PED037803,2025-04-05,CLI12138,LOJ0349,Campinas,Restaurante,5,105.80,concluido
PED037804,2025-04-14,CLI12687,LOJ0110,Sorocaba,Restaurante,2,142.50,concluido
PED037805,2025-04-20,CLI11684,LOJ0111,Santos,Restaurante,5,93.20,concluido
PED037806,2025-04-20,CLI11243,LOJ0438,Campinas,Restaurante,1,49.34,concluido
PED037807,20/04/2025,CLI08787,LOJ0134,Campinas,Restaurante,2,91.50,concluido
PED037808,2025-04-05,CLI15714,LOJ0169,Sorocaba,Mercado,1,"R$ 86,00",concluido
PED037809,2025-04-29,CLI10108,LOJ0063,Campinas,Restaurante,4,74.63,concluido
PED037810,2025-04-24,CLI14015,LOJ0110,São Paulo,Restaurante,6,49.11,concluido
PED037811,2025-04-24,CLI02163,LOJ0290,SANTOS,Restaurante,3,116.32,concluido
PED037812,2025-04-23,CLI13145,LOJ0311,Santos,Restaurante,6,89.80,concluido
PED037813,03/04/2025,CLI01408,LOJ0433,São Paulo,Restaurante,7,46.63,concluido
PED037814,2025-04-25,CLI00690,LOJ0321,São Paulo,Mercado,7,70.52,concluido
PED037815,2025-04-29,CLI16043,LOJ0403,Campinas,Restaurante,3,"59,13",concluido
PED037816,2025-04-04,CLI03111,LOJ0167,Campinas,Farmácia,7,45.92,concluido
PED037817,2025-04-02,CLI06014,LOJ0296,São Paulo,Restaurante,4,94.84,concluido
PED037818,2025-04-24,CLI15823,LOJ0272,Campinas,Farmácia,2,80.14,concluido
PED037819,19/04/2025,CLI04647,LOJ0394,Sorocaba,Restaurante,1,"R$ 68,93",concluido
PED037820,2025-04-17,CLI04860,LOJ0079,Santos,Restaurante,7,131.41,concluido
PED037821,2025-04-23,CLI13657,LOJ0042,Campinas,Mercado,4,97.30,concluido
PED037822,2025-04-29,CLI16963,LOJ0386,Campinas,Restaurante,1,"48,42",concluido
